country,machine_type,week_start,year,month,iso_week,bookings,revenue_usd,seasonality_index,demand_level
India,Dump Truck,2023-04-03,2023,4,14,10,36092,1.35,Medium
India,Dump Truck,2023-04-10,2023,4,15,6,14237,1.35,Medium
India,Dump Truck,2023-04-17,2023,4,16,9,28276,1.35,Medium
India,Dump Truck,2023-04-24,2023,4,17,9,31028,1.35,Medium
India,Dump Truck,2023-05-01,2023,5,18,8,28285,1.0,Medium
India,Dump Truck,2023-05-08,2023,5,19,6,19257,1.0,Medium
India,Dump Truck,2023-05-15,2023,5,20,9,47355,1.0,Medium
India,Dump Truck,2023-05-22,2023,5,21,6,15630,1.0,Medium
India,Dump Truck,2023-05-29,2023,5,22,5,22071,1.0,Low
India,Dump Truck,2023-06-05,2023,6,23,4,7639,0.5,Low
India,Dump Truck,2023-06-12,2023,6,24,7,23816,0.5,Medium
India,Dump Truck,2023-06-19,2023,6,25,3,7951,0.5,Low
India,Dump Truck,2023-06-26,2023,6,26,2,10457,0.5,Low
India,Dump Truck,2023-07-03,2023,7,27,1,4146,0.35,Low
India,Dump Truck,2023-07-17,2023,7,29,1,747,0.35,Low
India,Dump Truck,2023-07-24,2023,7,30,3,11006,0.35,Low
India,Dump Truck,2023-07-31,2023,7,31,5,14795,0.35,Low
India,Dump Truck,2023-08-07,2023,8,32,2,3269,0.35,Low
India,Dump Truck,2023-08-14,2023,8,33,2,5015,0.35,Low
India,Dump Truck,2023-08-21,2023,8,34,1,4054,0.35,Low
India,Dump Truck,2023-08-28,2023,8,35,2,8062,0.35,Low
India,Dump Truck,2023-09-04,2023,9,36,2,3280,0.55,Low
India,Dump Truck,2023-09-11,2023,9,37,1,2377,0.55,Low
India,Dump Truck,2023-09-18,2023,9,38,3,6161,0.55,Low
India,Dump Truck,2023-09-25,2023,9,39,1,2194,0.55,Low
India,Dump Truck,2023-10-02,2023,10,40,4,8611,1.3,Low
India,Dump Truck,2023-10-09,2023,10,41,10,31401,1.3,Medium
India,Dump Truck,2023-10-16,2023,10,42,4,14215,1.3,Low
India,Dump Truck,2023-10-23,2023,10,43,2,7653,1.3,Low
India,Dump Truck,2023-10-30,2023,10,44,8,25533,1.3,Medium
India,Dump Truck,2023-11-06,2023,11,45,10,30655,1.5,Medium
India,Dump Truck,2023-11-13,2023,11,46,10,35509,1.5,Medium
India,Dump Truck,2023-11-20,2023,11,47,5,12544,1.5,Low
India,Dump Truck,2023-11-27,2023,11,48,8,22605,1.5,Medium
India,Dump Truck,2023-12-04,2023,12,49,3,7356,1.45,Low
India,Dump Truck,2023-12-11,2023,12,50,6,22367,1.45,Medium
India,Dump Truck,2023-12-18,2023,12,51,11,26300,1.45,Medium
India,Dump Truck,2023-12-25,2023,12,52,2,7588,1.45,Low
India,Dump Truck,2024-01-01,2024,1,1,9,23978,1.35,Medium
India,Dump Truck,2024-01-08,2024,1,2,9,20122,1.35,Medium
India,Dump Truck,2024-01-15,2024,1,3,12,39740,1.35,Medium
India,Dump Truck,2024-01-22,2024,1,4,8,30781,1.35,Medium
India,Dump Truck,2024-01-29,2024,1,5,8,36464,1.35,Medium
India,Dump Truck,2024-02-05,2024,2,6,12,32253,1.4,Medium
India,Dump Truck,2024-02-12,2024,2,7,10,55584,1.4,Medium
India,Dump Truck,2024-02-19,2024,2,8,11,26821,1.4,Medium
India,Dump Truck,2024-02-26,2024,2,9,6,15673,1.4,Medium
India,Dump Truck,2024-03-04,2024,3,10,10,24660,1.5,Medium
India,Dump Truck,2024-03-11,2024,3,11,14,34166,1.5,Medium
India,Dump Truck,2024-03-18,2024,3,12,9,27642,1.5,Medium
India,Dump Truck,2024-03-25,2024,3,13,7,22521,1.5,Medium
India,Dump Truck,2024-04-01,2024,4,14,11,40296,1.35,Medium
India,Dump Truck,2024-04-08,2024,4,15,8,28134,1.35,Medium
India,Dump Truck,2024-04-15,2024,4,16,6,19321,1.35,Medium
India,Dump Truck,2024-04-22,2024,4,17,9,27098,1.35,Medium
India,Dump Truck,2024-04-29,2024,4,18,8,27239,1.35,Medium
India,Dump Truck,2024-05-06,2024,5,19,10,21866,1.0,Medium
India,Dump Truck,2024-05-13,2024,5,20,3,3766,1.0,Low
India,Dump Truck,2024-05-20,2024,5,21,6,21560,1.0,Medium
India,Dump Truck,2024-05-27,2024,5,22,8,28880,1.0,Medium
India,Dump Truck,2024-06-03,2024,6,23,1,6204,0.5,Low
India,Dump Truck,2024-06-10,2024,6,24,4,9767,0.5,Low
India,Dump Truck,2024-06-17,2024,6,25,4,17253,0.5,Low
India,Dump Truck,2024-06-24,2024,6,26,1,4181,0.5,Low
India,Dump Truck,2024-07-01,2024,7,27,2,2778,0.35,Low
India,Dump Truck,2024-07-08,2024,7,28,2,9442,0.35,Low
India,Dump Truck,2024-07-22,2024,7,30,1,2843,0.35,Low
India,Dump Truck,2024-07-29,2024,7,31,1,2574,0.35,Low
India,Dump Truck,2024-08-19,2024,8,34,2,4668,0.35,Low
India,Dump Truck,2024-08-26,2024,8,35,1,12540,0.35,Low
India,Dump Truck,2024-09-09,2024,9,37,2,6345,0.55,Low
India,Dump Truck,2024-09-16,2024,9,38,2,1967,0.55,Low
India,Dump Truck,2024-09-30,2024,9,40,4,9473,0.55,Low
India,Dump Truck,2024-10-07,2024,10,41,3,9332,1.3,Low
India,Dump Truck,2024-10-14,2024,10,42,7,20906,1.3,Medium
India,Dump Truck,2024-10-21,2024,10,43,2,7322,1.3,Low
India,Dump Truck,2024-10-28,2024,10,44,6,14657,1.3,Medium
India,Dump Truck,2024-11-04,2024,11,45,6,17214,1.5,Medium
India,Dump Truck,2024-11-11,2024,11,46,7,10210,1.5,Medium
India,Dump Truck,2024-11-18,2024,11,47,3,9439,1.5,Low
India,Dump Truck,2024-11-25,2024,11,48,5,16572,1.5,Low
India,Dump Truck,2024-12-02,2024,12,49,8,31880,1.45,Medium
India,Dump Truck,2024-12-09,2024,12,50,12,45671,1.45,Medium
India,Dump Truck,2024-12-16,2024,12,51,8,31039,1.45,Medium
India,Dump Truck,2024-12-23,2024,12,52,5,6438,1.45,Low
India,Dump Truck,2024-12-30,2024,12,1,7,28855,1.45,Medium
India,Dump Truck,2025-01-06,2025,1,2,15,43659,1.35,High
India,Dump Truck,2025-01-13,2025,1,3,4,11191,1.35,Low
India,Dump Truck,2025-01-20,2025,1,4,12,37551,1.35,Medium
India,Dump Truck,2025-01-27,2025,1,5,7,21129,1.35,Medium
India,Dump Truck,2025-02-03,2025,2,6,11,30059,1.4,Medium
India,Dump Truck,2025-02-10,2025,2,7,11,28360,1.4,Medium
India,Dump Truck,2025-02-17,2025,2,8,13,45896,1.4,Medium
India,Dump Truck,2025-02-24,2025,2,9,8,28411,1.4,Medium
India,Dump Truck,2025-03-03,2025,3,10,9,25743,1.5,Medium
India,Dump Truck,2025-03-10,2025,3,11,8,16374,1.5,Medium
India,Dump Truck,2025-03-17,2025,3,12,7,23222,1.5,Medium
India,Dump Truck,2025-03-24,2025,3,13,12,35754,1.5,Medium
India,Dump Truck,2025-03-31,2025,3,14,7,17842,1.5,Medium
India,Dump Truck,2025-04-07,2025,4,15,14,39264,1.35,Medium
India,Dump Truck,2025-04-14,2025,4,16,16,56032,1.35,High
India,Dump Truck,2025-04-21,2025,4,17,8,28506,1.35,Medium
India,Dump Truck,2025-04-28,2025,4,18,5,30978,1.35,Low
India,Dump Truck,2025-05-05,2025,5,19,6,9361,1.0,Medium
India,Dump Truck,2025-05-12,2025,5,20,4,12152,1.0,Low
India,Dump Truck,2025-05-19,2025,5,21,11,35610,1.0,Medium
India,Dump Truck,2025-05-26,2025,5,22,5,21938,1.0,Low
India,Dump Truck,2025-06-02,2025,6,23,6,12877,0.5,Medium
India,Dump Truck,2025-06-09,2025,6,24,2,4243,0.5,Low
India,Dump Truck,2025-06-16,2025,6,25,2,3539,0.5,Low
India,Dump Truck,2025-06-23,2025,6,26,4,12424,0.5,Low
India,Dump Truck,2025-07-07,2025,7,28,2,9167,0.35,Low
India,Dump Truck,2025-07-14,2025,7,29,1,7081,0.35,Low
India,Dump Truck,2025-07-21,2025,7,30,2,5850,0.35,Low
India,Dump Truck,2025-07-28,2025,7,31,6,13584,0.35,Medium
India,Dump Truck,2025-08-04,2025,8,32,2,4220,0.35,Low
India,Dump Truck,2025-08-11,2025,8,33,1,2399,0.35,Low
India,Dump Truck,2025-08-18,2025,8,34,1,1670,0.35,Low
India,Dump Truck,2025-08-25,2025,8,35,1,5014,0.35,Low
India,Dump Truck,2025-09-01,2025,9,36,5,21509,0.55,Low
India,Dump Truck,2025-09-15,2025,9,38,1,7404,0.55,Low
India,Dump Truck,2025-09-22,2025,9,39,3,10197,0.55,Low
India,Dump Truck,2025-09-29,2025,9,40,5,10139,0.55,Low
India,Dump Truck,2025-10-06,2025,10,41,11,39006,1.3,Medium
India,Dump Truck,2025-10-13,2025,10,42,8,38047,1.3,Medium
India,Dump Truck,2025-10-20,2025,10,43,2,3381,1.3,Low
India,Dump Truck,2025-10-27,2025,10,44,6,20563,1.3,Medium
India,Dump Truck,2025-11-03,2025,11,45,11,46564,1.5,Medium
India,Dump Truck,2025-11-10,2025,11,46,9,32062,1.5,Medium
India,Dump Truck,2025-11-17,2025,11,47,8,23023,1.5,Medium
India,Dump Truck,2025-11-24,2025,11,48,8,37140,1.5,Medium
India,Dump Truck,2025-12-01,2025,12,49,5,23722,1.45,Low
India,Dump Truck,2025-12-08,2025,12,50,10,29668,1.45,Medium
India,Dump Truck,2025-12-15,2025,12,51,8,26053,1.45,Medium
India,Dump Truck,2025-12-22,2025,12,52,7,16177,1.45,Medium
India,Dump Truck,2025-12-29,2025,12,1,8,18370,1.45,Medium
India,Dump Truck,2026-01-05,2026,1,2,10,39791,1.35,Medium
India,Dump Truck,2026-01-12,2026,1,3,9,22001,1.35,Medium
India,Dump Truck,2026-01-19,2026,1,4,12,45671,1.35,Medium
India,Dump Truck,2026-01-26,2026,1,5,5,25142,1.35,Low
India,Dump Truck,2026-02-02,2026,2,6,9,31136,1.4,Medium
India,Dump Truck,2026-02-09,2026,2,7,8,25856,1.4,Medium
India,Dump Truck,2026-02-16,2026,2,8,8,28362,1.4,Medium
India,Dump Truck,2026-02-23,2026,2,9,14,54809,1.4,Medium
India,Dump Truck,2026-03-02,2026,3,10,7,18431,1.5,Medium
India,Dump Truck,2026-03-09,2026,3,11,10,32100,1.5,Medium
India,Dump Truck,2026-03-16,2026,3,12,10,26932,1.5,Medium
India,Dump Truck,2026-03-23,2026,3,13,14,53249,1.5,Medium
India,Dump Truck,2026-03-30,2026,3,14,9,26867,1.5,Medium
India,Dump Truck,2026-04-06,2026,4,15,12,35274,1.35,Medium
India,Dump Truck,2026-04-13,2026,4,16,5,13079,1.35,Low
India,Dump Truck,2026-04-20,2026,4,17,7,19315,1.35,Medium
India,Dump Truck,2026-04-27,2026,4,18,7,27913,1.35,Medium
India,Dump Truck,2026-05-04,2026,5,19,9,30558,1.0,Medium
India,Dump Truck,2026-05-11,2026,5,20,10,40503,1.0,Medium
India,Dump Truck,2026-05-18,2026,5,21,11,29431,1.0,Medium
India,Dump Truck,2026-05-25,2026,5,22,6,25136,1.0,Medium
India,Dump Truck,2026-06-01,2026,6,23,6,22786,0.5,Medium
India,Dump Truck,2026-06-08,2026,6,24,3,5436,0.5,Low
India,Dump Truck,2026-06-15,2026,6,25,3,8524,0.5,Low
India,Dump Truck,2026-06-22,2026,6,26,5,22840,0.5,Low
India,Excavator,2022-12-26,2022,12,52,2,3338,1.55,Low
India,Excavator,2023-01-02,2023,1,1,13,59032,1.4,Medium
India,Excavator,2023-01-09,2023,1,2,15,53859,1.4,High
India,Excavator,2023-01-16,2023,1,3,16,75862,1.4,High
India,Excavator,2023-01-23,2023,1,4,9,38084,1.4,Medium
India,Excavator,2023-01-30,2023,1,5,14,77658,1.4,Medium
India,Excavator,2023-02-06,2023,2,6,12,43873,1.5,Medium
India,Excavator,2023-02-13,2023,2,7,11,61623,1.5,Medium
India,Excavator,2023-02-20,2023,2,8,18,88459,1.5,High
India,Excavator,2023-02-27,2023,2,9,17,64114,1.5,High
India,Excavator,2023-03-06,2023,3,10,15,80238,1.6,High
India,Excavator,2023-03-13,2023,3,11,18,100338,1.6,High
India,Excavator,2023-03-20,2023,3,12,17,85365,1.6,High
India,Excavator,2023-03-27,2023,3,13,14,59747,1.6,Medium
India,Excavator,2023-04-03,2023,4,14,9,38995,1.4,Medium
India,Excavator,2023-04-10,2023,4,15,10,78086,1.4,Medium
India,Excavator,2023-04-17,2023,4,16,21,87295,1.4,High
India,Excavator,2023-04-24,2023,4,17,12,62758,1.4,Medium
India,Excavator,2023-05-01,2023,5,18,11,39850,1.0,Medium
India,Excavator,2023-05-08,2023,5,19,8,43560,1.0,Medium
India,Excavator,2023-05-15,2023,5,20,5,18073,1.0,Low
India,Excavator,2023-05-22,2023,5,21,11,46039,1.0,Medium
India,Excavator,2023-05-29,2023,5,22,5,14220,1.0,Low
India,Excavator,2023-06-05,2023,6,23,1,7638,0.5,Low
India,Excavator,2023-06-12,2023,6,24,6,21777,0.5,Medium
India,Excavator,2023-06-19,2023,6,25,4,17896,0.5,Low
India,Excavator,2023-06-26,2023,6,26,6,18456,0.5,Medium
India,Excavator,2023-07-03,2023,7,27,2,6983,0.35,Low
India,Excavator,2023-07-10,2023,7,28,3,14272,0.35,Low
India,Excavator,2023-07-17,2023,7,29,5,22901,0.35,Low
India,Excavator,2023-07-24,2023,7,30,6,25550,0.35,Medium
India,Excavator,2023-07-31,2023,7,31,3,7685,0.35,Low
India,Excavator,2023-08-07,2023,8,32,4,17851,0.35,Low
India,Excavator,2023-08-14,2023,8,33,2,2944,0.35,Low
India,Excavator,2023-08-21,2023,8,34,4,24630,0.35,Low
India,Excavator,2023-08-28,2023,8,35,4,11449,0.35,Low
India,Excavator,2023-09-04,2023,9,36,1,10762,0.55,Low
India,Excavator,2023-09-11,2023,9,37,2,5106,0.55,Low
India,Excavator,2023-09-18,2023,9,38,6,41821,0.55,Medium
India,Excavator,2023-09-25,2023,9,39,2,5238,0.55,Low
India,Excavator,2023-10-02,2023,10,40,4,19079,1.35,Low
India,Excavator,2023-10-09,2023,10,41,13,74934,1.35,Medium
India,Excavator,2023-10-16,2023,10,42,4,23540,1.35,Low
India,Excavator,2023-10-23,2023,10,43,9,58148,1.35,Medium
India,Excavator,2023-10-30,2023,10,44,6,25013,1.35,Medium
India,Excavator,2023-11-06,2023,11,45,5,43392,1.6,Low
India,Excavator,2023-11-13,2023,11,46,10,45239,1.6,Medium
India,Excavator,2023-11-20,2023,11,47,10,63443,1.6,Medium
India,Excavator,2023-11-27,2023,11,48,7,34950,1.6,Medium
India,Excavator,2023-12-04,2023,12,49,9,33202,1.55,Medium
India,Excavator,2023-12-11,2023,12,50,4,21179,1.55,Low
India,Excavator,2023-12-18,2023,12,51,12,48317,1.55,Medium
India,Excavator,2023-12-25,2023,12,52,7,25173,1.55,Medium
India,Excavator,2024-01-01,2024,1,1,4,10243,1.4,Low
India,Excavator,2024-01-08,2024,1,2,10,49795,1.4,Medium
India,Excavator,2024-01-15,2024,1,3,16,67558,1.4,High
India,Excavator,2024-01-22,2024,1,4,13,65634,1.4,Medium
India,Excavator,2024-01-29,2024,1,5,6,39488,1.4,Medium
India,Excavator,2024-02-05,2024,2,6,11,46221,1.5,Medium
India,Excavator,2024-02-12,2024,2,7,14,44967,1.5,Medium
India,Excavator,2024-02-19,2024,2,8,16,81105,1.5,High
India,Excavator,2024-02-26,2024,2,9,19,68813,1.5,High
India,Excavator,2024-03-04,2024,3,10,12,40662,1.6,Medium
India,Excavator,2024-03-11,2024,3,11,15,71467,1.6,High
India,Excavator,2024-03-18,2024,3,12,14,81453,1.6,Medium
India,Excavator,2024-03-25,2024,3,13,12,57175,1.6,Medium
India,Excavator,2024-04-01,2024,4,14,14,77948,1.4,Medium
India,Excavator,2024-04-08,2024,4,15,10,47917,1.4,Medium
India,Excavator,2024-04-15,2024,4,16,13,51386,1.4,Medium
India,Excavator,2024-04-22,2024,4,17,16,58030,1.4,High
India,Excavator,2024-04-29,2024,4,18,15,82417,1.4,High
India,Excavator,2024-05-06,2024,5,19,14,87079,1.0,Medium
India,Excavator,2024-05-13,2024,5,20,10,36830,1.0,Medium
India,Excavator,2024-05-20,2024,5,21,9,31321,1.0,Medium
India,Excavator,2024-05-27,2024,5,22,11,60835,1.0,Medium
India,Excavator,2024-06-03,2024,6,23,2,17018,0.5,Low
India,Excavator,2024-06-10,2024,6,24,10,51171,0.5,Medium
India,Excavator,2024-06-17,2024,6,25,5,20065,0.5,Low
India,Excavator,2024-06-24,2024,6,26,7,35442,0.5,Medium
India,Excavator,2024-07-01,2024,7,27,3,18102,0.35,Low
India,Excavator,2024-07-08,2024,7,28,5,15741,0.35,Low
India,Excavator,2024-07-15,2024,7,29,2,9715,0.35,Low
India,Excavator,2024-07-22,2024,7,30,6,13588,0.35,Medium
India,Excavator,2024-07-29,2024,7,31,3,26474,0.35,Low
India,Excavator,2024-08-05,2024,8,32,3,6985,0.35,Low
India,Excavator,2024-08-12,2024,8,33,1,1756,0.35,Low
India,Excavator,2024-08-19,2024,8,34,3,14603,0.35,Low
India,Excavator,2024-08-26,2024,8,35,1,8656,0.35,Low
India,Excavator,2024-09-02,2024,9,36,2,10978,0.55,Low
India,Excavator,2024-09-09,2024,9,37,4,20992,0.55,Low
India,Excavator,2024-09-16,2024,9,38,3,13623,0.55,Low
India,Excavator,2024-09-23,2024,9,39,1,8847,0.55,Low
India,Excavator,2024-09-30,2024,9,40,7,29247,0.55,Medium
India,Excavator,2024-10-07,2024,10,41,14,60039,1.35,Medium
India,Excavator,2024-10-14,2024,10,42,7,52323,1.35,Medium
India,Excavator,2024-10-21,2024,10,43,6,19123,1.35,Medium
India,Excavator,2024-10-28,2024,10,44,4,23294,1.35,Low
India,Excavator,2024-11-04,2024,11,45,7,35750,1.6,Medium
India,Excavator,2024-11-11,2024,11,46,4,11561,1.6,Low
India,Excavator,2024-11-18,2024,11,47,6,27059,1.6,Medium
India,Excavator,2024-11-25,2024,11,48,7,23850,1.6,Medium
India,Excavator,2024-12-02,2024,12,49,11,58243,1.55,Medium
India,Excavator,2024-12-09,2024,12,50,10,50247,1.55,Medium
India,Excavator,2024-12-16,2024,12,51,9,41682,1.55,Medium
India,Excavator,2024-12-23,2024,12,52,7,30096,1.55,Medium
India,Excavator,2024-12-30,2024,12,1,18,84118,1.55,High
India,Excavator,2025-01-06,2025,1,2,17,67420,1.4,High
India,Excavator,2025-01-13,2025,1,3,8,23136,1.4,Medium
India,Excavator,2025-01-20,2025,1,4,17,69794,1.4,High
India,Excavator,2025-01-27,2025,1,5,12,48710,1.4,Medium
India,Excavator,2025-02-03,2025,2,6,17,65563,1.5,High
India,Excavator,2025-02-10,2025,2,7,10,64344,1.5,Medium
India,Excavator,2025-02-17,2025,2,8,15,85664,1.5,High
India,Excavator,2025-02-24,2025,2,9,10,35738,1.5,Medium
India,Excavator,2025-03-03,2025,3,10,26,134581,1.6,High
India,Excavator,2025-03-10,2025,3,11,15,67813,1.6,High
India,Excavator,2025-03-17,2025,3,12,17,82237,1.6,High
India,Excavator,2025-03-24,2025,3,13,18,82383,1.6,High
India,Excavator,2025-03-31,2025,3,14,18,89565,1.6,High
India,Excavator,2025-04-07,2025,4,15,13,68415,1.4,Medium
India,Excavator,2025-04-14,2025,4,16,14,62675,1.4,Medium
India,Excavator,2025-04-21,2025,4,17,10,47785,1.4,Medium
India,Excavator,2025-04-28,2025,4,18,16,80783,1.4,High
India,Excavator,2025-05-05,2025,5,19,5,25342,1.0,Low
India,Excavator,2025-05-12,2025,5,20,7,41083,1.0,Medium
India,Excavator,2025-05-19,2025,5,21,18,94223,1.0,High
India,Excavator,2025-05-26,2025,5,22,10,44316,1.0,Medium
India,Excavator,2025-06-02,2025,6,23,5,22540,0.5,Low
India,Excavator,2025-06-09,2025,6,24,5,43522,0.5,Low
India,Excavator,2025-06-16,2025,6,25,2,13288,0.5,Low
India,Excavator,2025-06-23,2025,6,26,4,15842,0.5,Low
India,Excavator,2025-06-30,2025,6,27,4,12928,0.5,Low
India,Excavator,2025-07-07,2025,7,28,2,18114,0.35,Low
India,Excavator,2025-07-21,2025,7,30,2,11753,0.35,Low
India,Excavator,2025-07-28,2025,7,31,4,19137,0.35,Low
India,Excavator,2025-08-04,2025,8,32,2,7666,0.35,Low
India,Excavator,2025-08-11,2025,8,33,2,15103,0.35,Low
India,Excavator,2025-08-18,2025,8,34,2,8267,0.35,Low
India,Excavator,2025-08-25,2025,8,35,4,12785,0.35,Low
India,Excavator,2025-09-01,2025,9,36,3,16194,0.55,Low
India,Excavator,2025-09-08,2025,9,37,4,14452,0.55,Low
India,Excavator,2025-09-15,2025,9,38,3,4262,0.55,Low
India,Excavator,2025-09-22,2025,9,39,2,6604,0.55,Low
India,Excavator,2025-09-29,2025,9,40,6,26886,0.55,Medium
India,Excavator,2025-10-06,2025,10,41,11,43864,1.35,Medium
India,Excavator,2025-10-13,2025,10,42,7,38181,1.35,Medium
India,Excavator,2025-10-20,2025,10,43,8,35461,1.35,Medium
India,Excavator,2025-10-27,2025,10,44,8,27158,1.35,Medium
India,Excavator,2025-11-03,2025,11,45,10,53793,1.6,Medium
India,Excavator,2025-11-10,2025,11,46,8,49626,1.6,Medium
India,Excavator,2025-11-17,2025,11,47,4,23660,1.6,Low
India,Excavator,2025-11-24,2025,11,48,7,29099,1.6,Medium
India,Excavator,2025-12-01,2025,12,49,5,21253,1.55,Low
India,Excavator,2025-12-08,2025,12,50,9,43685,1.55,Medium
India,Excavator,2025-12-15,2025,12,51,11,48085,1.55,Medium
India,Excavator,2025-12-22,2025,12,52,3,3342,1.55,Low
India,Excavator,2025-12-29,2025,12,1,12,54916,1.55,Medium
India,Excavator,2026-01-05,2026,1,2,21,94720,1.4,High
India,Excavator,2026-01-12,2026,1,3,17,120299,1.4,High
India,Excavator,2026-01-19,2026,1,4,8,40842,1.4,Medium
India,Excavator,2026-01-26,2026,1,5,17,70208,1.4,High
India,Excavator,2026-02-02,2026,2,6,18,102090,1.5,High
India,Excavator,2026-02-09,2026,2,7,13,68691,1.5,Medium
India,Excavator,2026-02-16,2026,2,8,10,56023,1.5,Medium
India,Excavator,2026-02-23,2026,2,9,17,72442,1.5,High
India,Excavator,2026-03-02,2026,3,10,18,84940,1.6,High
India,Excavator,2026-03-09,2026,3,11,13,56483,1.6,Medium
India,Excavator,2026-03-16,2026,3,12,11,47547,1.6,Medium
India,Excavator,2026-03-23,2026,3,13,12,49161,1.6,Medium
India,Excavator,2026-03-30,2026,3,14,11,59820,1.6,Medium
India,Excavator,2026-04-06,2026,4,15,14,47002,1.4,Medium
India,Excavator,2026-04-13,2026,4,16,16,55767,1.4,High
India,Excavator,2026-04-20,2026,4,17,16,77170,1.4,High
India,Excavator,2026-04-27,2026,4,18,15,80441,1.4,High
India,Excavator,2026-05-04,2026,5,19,10,47202,1.0,Medium
India,Excavator,2026-05-11,2026,5,20,11,47302,1.0,Medium
India,Excavator,2026-05-18,2026,5,21,14,71032,1.0,Medium
India,Excavator,2026-05-25,2026,5,22,7,39694,1.0,Medium
India,Excavator,2026-06-01,2026,6,23,3,10501,0.5,Low
India,Excavator,2026-06-08,2026,6,24,3,22374,0.5,Low
India,Excavator,2026-06-15,2026,6,25,3,12230,0.5,Low
India,Excavator,2026-06-22,2026,6,26,5,25776,0.5,Low
India,Excavator,2026-06-29,2026,6,27,1,3215,0.5,Low
India,Motor Grader,2022-12-26,2022,12,52,1,3024,1.55,Low
India,Motor Grader,2023-01-02,2023,1,1,6,19930,1.5,Medium
India,Motor Grader,2023-01-09,2023,1,2,4,17360,1.5,Low
India,Motor Grader,2023-01-16,2023,1,3,10,41110,1.5,Medium
India,Motor Grader,2023-01-23,2023,1,4,11,51497,1.5,Medium
India,Motor Grader,2023-01-30,2023,1,5,6,24163,1.5,Medium
India,Motor Grader,2023-02-06,2023,2,6,8,54358,1.55,Medium
India,Motor Grader,2023-02-13,2023,2,7,9,32825,1.55,Medium
India,Motor Grader,2023-02-20,2023,2,8,10,58375,1.55,Medium
India,Motor Grader,2023-02-27,2023,2,9,5,25404,1.55,Low
India,Motor Grader,2023-03-06,2023,3,10,10,68732,1.55,Medium
India,Motor Grader,2023-03-13,2023,3,11,4,17095,1.55,Low
India,Motor Grader,2023-03-20,2023,3,12,3,7993,1.55,Low
India,Motor Grader,2023-03-27,2023,3,13,10,86743,1.55,Medium
India,Motor Grader,2023-04-03,2023,4,14,6,36896,1.35,Medium
India,Motor Grader,2023-04-10,2023,4,15,5,16788,1.35,Low
India,Motor Grader,2023-04-17,2023,4,16,2,11555,1.35,Low
India,Motor Grader,2023-04-24,2023,4,17,5,22025,1.35,Low
India,Motor Grader,2023-05-01,2023,5,18,5,23412,1.0,Low
India,Motor Grader,2023-05-08,2023,5,19,3,10417,1.0,Low
India,Motor Grader,2023-05-15,2023,5,20,6,11541,1.0,Medium
India,Motor Grader,2023-05-22,2023,5,21,3,19001,1.0,Low
India,Motor Grader,2023-05-29,2023,5,22,2,13491,1.0,Low
India,Motor Grader,2023-06-05,2023,6,23,3,21940,0.4,Low
India,Motor Grader,2023-06-12,2023,6,24,2,9816,0.4,Low
India,Motor Grader,2023-06-19,2023,6,25,2,9598,0.4,Low
India,Motor Grader,2023-07-03,2023,7,27,2,8775,0.25,Low
India,Motor Grader,2023-07-10,2023,7,28,1,1062,0.25,Low
India,Motor Grader,2023-07-17,2023,7,29,1,6801,0.25,Low
India,Motor Grader,2023-07-24,2023,7,30,1,7607,0.25,Low
India,Motor Grader,2023-07-31,2023,7,31,1,3099,0.25,Low
India,Motor Grader,2023-08-07,2023,8,32,4,10028,0.25,Low
India,Motor Grader,2023-09-11,2023,9,37,3,17458,0.5,Low
India,Motor Grader,2023-09-18,2023,9,38,2,13222,0.5,Low
India,Motor Grader,2023-09-25,2023,9,39,2,11765,0.5,Low
India,Motor Grader,2023-10-02,2023,10,40,5,32442,1.4,Low
India,Motor Grader,2023-10-09,2023,10,41,6,18499,1.4,Medium
India,Motor Grader,2023-10-16,2023,10,42,3,8588,1.4,Low
India,Motor Grader,2023-10-23,2023,10,43,1,9928,1.4,Low
India,Motor Grader,2023-10-30,2023,10,44,3,11926,1.4,Low
India,Motor Grader,2023-11-06,2023,11,45,4,8976,1.6,Low
India,Motor Grader,2023-11-13,2023,11,46,3,14685,1.6,Low
India,Motor Grader,2023-11-20,2023,11,47,5,21892,1.6,Low
India,Motor Grader,2023-11-27,2023,11,48,5,14652,1.6,Low
India,Motor Grader,2023-12-04,2023,12,49,4,15465,1.55,Low
India,Motor Grader,2023-12-11,2023,12,50,3,16566,1.55,Low
India,Motor Grader,2023-12-18,2023,12,51,4,17302,1.55,Low
India,Motor Grader,2023-12-25,2023,12,52,6,33404,1.55,Medium
India,Motor Grader,2024-01-01,2024,1,1,4,20853,1.5,Low
India,Motor Grader,2024-01-08,2024,1,2,15,71177,1.5,High
India,Motor Grader,2024-01-15,2024,1,3,8,38406,1.5,Medium
India,Motor Grader,2024-01-22,2024,1,4,7,36649,1.5,Medium
India,Motor Grader,2024-01-29,2024,1,5,4,20125,1.5,Low
India,Motor Grader,2024-02-05,2024,2,6,7,26751,1.55,Medium
India,Motor Grader,2024-02-12,2024,2,7,12,60579,1.55,Medium
India,Motor Grader,2024-02-19,2024,2,8,10,33562,1.55,Medium
India,Motor Grader,2024-02-26,2024,2,9,10,65461,1.55,Medium
India,Motor Grader,2024-03-04,2024,3,10,5,16179,1.55,Low
India,Motor Grader,2024-03-11,2024,3,11,9,37473,1.55,Medium
India,Motor Grader,2024-03-18,2024,3,12,12,73457,1.55,Medium
