asset_id,qr_code,rfid_tag,asset_name,equipment_type,manufacturer,model,serial_number,purchase_year,engine_type,fuel_type,fuel_capacity_l,horsepower,operating_weight_kg,country,current_site_id,current_status,total_engine_hours,expected_life_hours,last_service_date,next_service_due,daily_rental_rate,purchase_cost,condition,ownership,iot_enabled,image_url
MAC00178,QR-00178-011HE9,RFID93699313,Komatsu PC200-8 #0178,Excavator,Komatsu,PC200-8,KOM6650131,2023,Diesel,Diesel,400,255,12957,India,SITE0083,rented,1763,12000,2022-09-30,2023-03-23,475,98955,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00179,QR-00179-2N3PP1,RFID91828859,Caterpillar 428F #0179,Backhoe Loader,Caterpillar,428F,CAT8176895,2020,Diesel,Diesel,130,163,8877,India,SITE0178,maintenance,3878,10000,2022-01-11,2022-04-12,227,56485,Excellent,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00180,QR-00180-IHZ8EE,RFID49729133,Caterpillar 262D3 #0180,Skid Steer Loader,Caterpillar,262D3,CAT3862651,2025,Electric-Hybrid,Diesel,100,91,8874,India,SITE0023,available,100,9000,2022-08-21,2023-02-21,176,41523,Fair,Leased,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00181,QR-00181-3Z6J5Q,RFID23635217,Caterpillar 980M #0181,Wheel Loader,Caterpillar,980M,CAT8371012,2023,Electric-Hybrid,Diesel,380,247,17755,India,SITE0153,rented,1856,13000,2022-06-23,2022-09-05,352,76480,Excellent,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00182,QR-00182-2QFS7G,RFID52501103,Cummins C220D5 #0182,Generator,Cummins,C220D5,CUM3585136,2019,Diesel,Diesel,220,91,5943,USA,SITE0093,available,9295,15000,2022-04-01,2022-09-20,265,54664,Good,Leased,True,https://images.catrental.com/assets/generator.jpg
MAC00183,QR-00183-DD9EQS,RFID41635949,Sykes CP150 #0183,Water Pump,Sykes,CP150,SYK4125710,2025,Diesel,Diesel,60,57,3493,India,SITE0148,available,100,8000,2022-05-14,2022-08-01,89,18951,Fair,Owned,False,https://images.catrental.com/assets/water-pump.jpg
MAC00184,QR-00184-MVWJMV,RFID24682341,Caterpillar 745C #0184,Dump Truck,Caterpillar,745C,CAT3534208,2024,Electric-Hybrid,Diesel,750,169,9697,Australia,SITE0101,maintenance,681,18000,2022-02-12,2022-06-09,639,132626,Fair,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00185,QR-00185-YYJ5N8,RFID36212551,Caterpillar D6T #0185,Bulldozer,Caterpillar,D6T,CAT7323067,2021,Diesel,Diesel,620,429,32696,USA,SITE0109,rented,4154,15000,2022-06-22,2022-10-05,1131,254946,Excellent,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00186,QR-00186-AF4WNS,RFID56890422,Komatsu HD465-7 #0186,Dump Truck,Komatsu,HD465-7,KOM8795112,2022,Diesel,Diesel,750,193,15468,Germany,SITE0138,rented,4296,18000,2022-12-25,2023-05-03,711,145037,Good,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00187,QR-00187-G7R2FM,RFID30617314,Caterpillar 980M #0187,Wheel Loader,Caterpillar,980M,CAT5496419,2020,Diesel,Diesel,380,234,19801,Australia,SITE0005,rented,9803,13000,2022-06-02,2022-09-29,824,194211,Excellent,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00188,QR-00188-BVLXUI,RFID42797947,SANY SY308C-8 #0188,Concrete Mixer,SANY,SY308C-8,SAN4663578,2020,Electric-Hybrid,Diesel,300,142,10874,Germany,SITE0078,available,4218,8000,2021-12-03,2022-05-17,405,93347,Excellent,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00189,QR-00189-DHDX1B,RFID46589276,Caterpillar D11T #0189,Bulldozer,Caterpillar,D11T,CAT6698254,2021,Diesel,Diesel,620,430,20826,Germany,SITE0179,available,5358,15000,2022-04-12,2022-06-17,1290,285779,Excellent,Leased,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00190,QR-00190-5TT9KA,RFID88228686,Caterpillar EP18NT #0190,Forklift,Caterpillar,EP18NT,CAT3577881,2023,Diesel,Electric,55,65,4668,Germany,SITE0111,rented,3752,12000,2022-11-04,2023-04-08,258,51039,Good,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00191,QR-00191-R3S18W,RFID47818391,JCB JS205 #0191,Excavator,JCB,JS205,JCB9798264,2021,Electric-Hybrid,Diesel,400,308,22632,Germany,SITE0012,rented,7313,12000,2022-04-21,2022-10-11,982,221746,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00192,QR-00192-LCKWT2,RFID25135451,Volvo A40G #0192,Dump Truck,Volvo,A40G,VOL1287020,2025,Diesel,Diesel,750,198,15985,India,SITE0146,maintenance,100,18000,2022-09-24,2023-01-08,288,78094,Good,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00193,QR-00193-DFZDTC,RFID67980848,Komatsu GD655-6 #0193,Motor Grader,Komatsu,GD655-6,KOM9839008,2020,Electric-Hybrid,Diesel,415,300,23456,India,SITE0089,available,5035,14000,2022-03-02,2022-07-11,532,125685,Fair,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00194,QR-00194-LGITIZ,RFID57684613,Caterpillar 349F #0194,Excavator,Caterpillar,349F,CAT1778685,2020,Diesel,Diesel,400,320,23491,India,SITE0171,available,6026,12000,2022-12-30,2023-05-21,543,103715,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00195,QR-00195-49H5VN,RFID37359832,JCB VMT 860 #0195,Road Roller,JCB,VMT 860,JCB3974774,2020,Diesel,Diesel,200,183,10556,India,SITE0128,available,5662,9000,2022-08-29,2022-12-25,283,62493,Good,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00196,QR-00196-ACFSF6,RFID91708236,Ajax Fiori ARGO 4000 #0196,Concrete Mixer,Ajax Fiori,ARGO 4000,AJA2823015,2020,Diesel,Diesel,300,123,9243,Australia,SITE0159,rented,3437,8000,2022-03-24,2022-08-09,409,95352,Poor,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00197,QR-00197-8RNXPW,RFID59691975,Toyota 8FGCU25 #0197,Forklift,Toyota,8FGCU25,TOY7812566,2022,Diesel,Diesel,55,70,5802,Germany,SITE0012,rented,4659,12000,2021-12-20,2022-02-23,259,47439,Fair,Leased,True,https://images.catrental.com/assets/forklift.jpg
MAC00198,QR-00198-8P4XTK,RFID98683176,Komatsu PC200-8 #0198,Excavator,Komatsu,PC200-8,KOM6911339,2021,Electric-Hybrid,Diesel,400,267,21363,India,SITE0117,transit,5440,12000,2022-04-18,2022-07-15,485,104279,Fair,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00199,QR-00199-LHWV6F,RFID53775151,Ingersoll Rand P185WJD #0199,Air Compressor,Ingersoll Rand,P185WJD,ING3321393,2022,Diesel,Diesel,120,63,4512,USA,SITE0120,available,6092,10000,2022-07-03,2022-09-25,195,45757,Excellent,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00200,QR-00200-V9CPWR,RFID85488864,Caterpillar 12M3 #0200,Motor Grader,Caterpillar,12M3,CAT8097624,2021,Diesel,Diesel,415,311,21536,India,SITE0052,rented,5132,14000,2022-02-18,2022-08-02,466,119894,Good,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00201,QR-00201-EQKQ7M,RFID63508312,JCB VMT 860 #0201,Road Roller,JCB,VMT 860,JCB6071231,2020,Diesel,Diesel,200,191,9697,USA,SITE0062,available,8125,9000,2022-02-23,2022-08-31,479,135458,Excellent,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00202,QR-00202-FFQOKV,RFID18215004,XCMG QY50KA #0202,Mobile Crane,XCMG,QY50KA,XCM1526788,2024,Diesel,Diesel,500,554,26530,USA,SITE0126,rented,1669,20000,2022-10-05,2023-01-03,1497,396110,Excellent,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00203,QR-00203-YTIVR4,RFID24225241,John Deere 672G #0203,Motor Grader,John Deere,672G,JOH6119085,2022,Diesel,Diesel,415,301,25184,India,SITE0020,rented,4990,14000,2022-07-16,2023-01-15,564,130677,Fair,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00204,QR-00204-XA8MKU,RFID85877745,Caterpillar 420F #0204,Backhoe Loader,Caterpillar,420F,CAT6970859,2023,Diesel,Diesel,130,165,13356,India,SITE0098,available,2018,10000,2022-06-08,2022-09-02,279,61968,Fair,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00205,QR-00205-E1P5EI,RFID49678304,Caterpillar 966M #0205,Wheel Loader,Caterpillar,966M,CAT1523952,2023,Diesel,Diesel,380,265,13146,India,SITE0169,available,2854,13000,2022-02-05,2022-04-14,365,89979,Fair,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00206,QR-00206-2ELMV5,RFID28378033,Kohler 250REOZK #0206,Generator,Kohler,250REOZK,KOH3378394,2024,Diesel,Diesel,220,94,6630,India,SITE0117,rented,2423,15000,2022-12-12,2023-05-17,136,30240,Fair,Owned,True,https://images.catrental.com/assets/generator.jpg
MAC00207,QR-00207-TYLVVL,RFID22937099,Bobcat S650 #0207,Skid Steer Loader,Bobcat,S650,BOB6093126,2021,Diesel,Diesel,100,103,5906,India,SITE0143,rented,8199,9000,2022-04-30,2022-10-06,173,31281,Excellent,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00208,QR-00208-7CZR7X,RFID95001070,Case 580N #0208,Backhoe Loader,Case,580N,CAS2533514,2019,Electric-Hybrid,Diesel,130,153,9622,India,SITE0040,rented,7444,10000,2022-01-28,2022-05-15,252,62421,Good,Leased,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00209,QR-00209-F4DESR,RFID92536894,Caterpillar EP18NT #0209,Forklift,Caterpillar,EP18NT,CAT6809536,2022,Diesel,LPG,55,61,4007,USA,SITE0158,rented,4152,12000,2022-07-28,2022-11-08,215,40409,Fair,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00210,QR-00210-K504K3,RFID71907135,Cummins C220D5 #0210,Generator,Cummins,C220D5,CUM3368038,2020,Diesel,Diesel,220,82,4876,India,SITE0032,available,8466,15000,2022-09-13,2023-02-11,138,28499,Good,Owned,True,https://images.catrental.com/assets/generator.jpg
MAC00211,QR-00211-HC2YIX,RFID90648127,Caterpillar 349F #0211,Excavator,Caterpillar,349F,CAT9889427,2020,Diesel,Diesel,400,285,13227,Australia,SITE0130,rented,8273,12000,2022-09-23,2022-12-23,811,206995,Good,Owned,False,https://images.catrental.com/assets/excavator.jpg
MAC00212,QR-00212-LCGQLL,RFID98703668,Komatsu WA470-8 #0212,Wheel Loader,Komatsu,WA470-8,KOM4086244,2022,Diesel,Diesel,380,264,18153,India,SITE0098,rented,4886,13000,2022-03-22,2022-09-09,379,78645,Fair,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00213,QR-00213-0PNF3V,RFID18765008,Caterpillar 390F #0213,Excavator,Caterpillar,390F,CAT2470058,2023,Diesel,Diesel,400,270,23123,USA,SITE0140,rented,4094,12000,2022-06-19,2022-12-23,836,173011,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00214,QR-00214-BVMIA6,RFID55685117,Caterpillar 950GC #0214,Wheel Loader,Caterpillar,950GC,CAT2881825,2019,Diesel,Diesel,380,215,11392,Germany,SITE0124,available,7693,13000,2022-12-17,2023-02-24,828,183801,Good,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00215,QR-00215-PU536L,RFID86640291,SnowEx HDV #0215,Snow Plow,SnowEx,HDV,SNO7219517,2024,Attachment-No-Engine,LPG,90,126,5913,Germany,SITE0018,rented,1620,6000,2022-01-22,2022-07-18,433,82075,Excellent,Owned,True,https://images.catrental.com/assets/snow-plow.jpg
MAC00216,QR-00216-KTX6QC,RFID11931219,Komatsu WA470-8 #0216,Wheel Loader,Komatsu,WA470-8,KOM3309534,2023,Diesel,Diesel,380,253,16055,India,SITE0045,maintenance,2772,13000,2022-02-11,2022-04-30,450,92634,Excellent,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00217,QR-00217-C0WHS1,RFID81991176,Bobcat S770 #0217,Skid Steer Loader,Bobcat,S770,BOB2758439,2022,Diesel,Diesel,100,109,7101,India,SITE0092,available,4101,9000,2022-06-14,2022-12-24,174,43543,Poor,Leased,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00218,QR-00218-QUNF57,RFID88544364,Caterpillar D6T #0218,Bulldozer,Caterpillar,D6T,CAT2767750,2024,Diesel,Diesel,620,382,32207,Australia,SITE0101,rented,1114,15000,2022-01-29,2022-05-11,1434,238132,Fair,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00219,QR-00219-YA0EIV,RFID11400593,Crown SC 6000 #0219,Forklift,Crown,SC 6000,CRO3122930,2025,Diesel,Electric,55,62,4720,Germany,SITE0111,rented,100,12000,2022-07-21,2022-11-07,253,41370,Excellent,Leased,True,https://images.catrental.com/assets/forklift.jpg
MAC00220,QR-00220-BL5KZH,RFID19352129,Atlas Copco QAS 60 #0220,Generator,Atlas Copco,QAS 60,ATL3063881,2019,Diesel,Diesel,220,94,6731,India,SITE0110,rented,6720,15000,2022-11-10,2023-05-17,157,32139,Excellent,Leased,True,https://images.catrental.com/assets/generator.jpg
MAC00221,QR-00221-2CAML5,RFID67740709,Caterpillar 777G #0221,Dump Truck,Caterpillar,777G,CAT5059993,2022,Diesel,Diesel,750,181,16133,USA,SITE0125,rented,6058,18000,2022-09-15,2023-02-12,588,131869,Excellent,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00222,QR-00222-KOYBES,RFID42210133,Komatsu WA470-8 #0222,Wheel Loader,Komatsu,WA470-8,KOM7372504,2022,Electric-Hybrid,Diesel,380,238,15297,Germany,SITE0174,maintenance,5814,13000,2022-11-02,2023-01-26,875,168184,Good,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00223,QR-00223-3YC6WZ,RFID53396592,Caterpillar 336F #0223,Excavator,Caterpillar,336F,CAT2152393,2020,Diesel,Diesel,400,278,23870,USA,SITE0116,available,7572,12000,2022-08-23,2022-12-26,861,197938,Excellent,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00224,QR-00224-FPP7SD,RFID95061828,Caterpillar D8T #0224,Bulldozer,Caterpillar,D8T,CAT5430170,2023,Diesel,Diesel,620,427,26159,USA,SITE0122,rented,2560,15000,2022-09-13,2022-11-14,1128,282148,Good,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00225,QR-00225-GT47S1,RFID52936392,Tsurumi HS3.75S #0225,Water Pump,Tsurumi,HS3.75S,TSU3914209,2024,Diesel,Diesel,60,46,3840,Australia,SITE0071,available,1160,8000,2022-01-10,2022-03-11,160,35251,Fair,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00226,QR-00226-14311B,RFID50945382,Grindex Major H #0226,Water Pump,Grindex,Major H,GRI2772652,2020,Diesel,Diesel,60,52,3960,India,SITE0086,maintenance,7062,8000,2022-05-28,2022-08-26,90,16854,Good,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00227,QR-00227-AJIAA6,RFID56856297,Komatsu HD465-7 #0227,Dump Truck,Komatsu,HD465-7,KOM8541478,2020,Diesel,Diesel,750,188,13504,Germany,SITE0147,rented,7330,18000,2021-12-07,2022-06-06,617,125595,Excellent,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00228,QR-00228-0MQA1C,RFID17596334,Caterpillar 966M #0228,Wheel Loader,Caterpillar,966M,CAT1584689,2025,Electric-Hybrid,Diesel,380,250,19308,India,SITE0144,rented,634,13000,2022-09-03,2022-11-23,444,74292,Good,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00229,QR-00229-1TQV0R,RFID62314659,Caterpillar 236D3 #0229,Skid Steer Loader,Caterpillar,236D3,CAT3419247,2019,Diesel,Diesel,100,111,7084,Germany,SITE0038,rented,10933,9000,2022-11-11,2023-02-15,357,75728,Excellent,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00230,QR-00230-PD3BGN,RFID67931211,Caterpillar 349F #0230,Excavator,Caterpillar,349F,CAT3892246,2018,Diesel,Diesel,400,303,15492,India,SITE0090,rented,6918,12000,2022-01-21,2022-05-15,518,121666,Excellent,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00231,QR-00231-ZCMOTB,RFID55494998,Caterpillar 262D3 #0231,Skid Steer Loader,Caterpillar,262D3,CAT7947521,2024,Electric-Hybrid,Diesel,100,101,5908,India,SITE0095,rented,658,9000,2022-09-01,2023-02-08,165,31316,Good,Owned,False,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00232,QR-00232-GDH3U0,RFID73433176,JCB JS205 #0232,Excavator,JCB,JS205,JCB8574426,2022,Diesel,Diesel,400,301,19069,USA,SITE0034,rented,5184,12000,2021-12-11,2022-02-17,787,204977,Excellent,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00233,QR-00233-RAJIB9,RFID40277222,Bobcat S770 #0233,Skid Steer Loader,Bobcat,S770,BOB2147606,2024,Diesel,Diesel,100,97,8039,Australia,SITE0088,maintenance,964,9000,2022-10-07,2023-04-25,293,86591,Excellent,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00234,QR-00234-K32RGW,RFID37950053,Caterpillar CS78B #0234,Road Roller,Caterpillar,CS78B,CAT5556644,2025,Diesel,Diesel,200,167,12191,India,SITE0010,rented,1023,9000,2021-12-21,2022-02-23,254,57956,Excellent,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00235,QR-00235-3MTEBD,RFID87171497,Putzmeister TMM 24-4 #0235,Concrete Mixer,Putzmeister,TMM 24-4,PUT6787240,2023,Diesel,Diesel,300,130,11580,Germany,SITE0065,available,2317,8000,2022-10-24,2023-03-02,524,83213,Fair,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00236,QR-00236-26SPHN,RFID17890314,Sullair 185 #0236,Air Compressor,Sullair,185,SUL8179975,2023,Diesel,Diesel,120,61,3426,Australia,SITE0149,rented,1953,10000,2022-08-23,2023-02-21,220,48687,Excellent,Leased,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00237,QR-00237-PBO017,RFID37058295,Doosan P185WDO #0237,Air Compressor,Doosan,P185WDO,DOO2438713,2019,Electric-Hybrid,Diesel,120,63,4671,Germany,SITE0164,rented,5726,10000,2022-03-16,2022-06-17,195,37592,Excellent,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00238,QR-00238-OJGZAC,RFID32347212,Putzmeister TMM 24-4 #0238,Concrete Mixer,Putzmeister,TMM 24-4,PUT9854747,2021,Diesel,Diesel,300,144,8950,USA,SITE0079,maintenance,5435,8000,2022-11-01,2023-02-26,420,108260,Excellent,Owned,False,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00239,QR-00239-09QVWA,RFID79939821,Caterpillar 336F #0239,Excavator,Caterpillar,336F,CAT5893759,2018,Diesel,Diesel,400,263,14268,India,SITE0027,available,13218,12000,2022-06-22,2022-10-23,497,88270,Excellent,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00240,QR-00240-0WNT0K,RFID21032763,Hyster H50FT #0240,Forklift,Hyster,H50FT,HYS8714686,2024,Electric-Hybrid,LPG,55,76,4165,USA,SITE0093,rented,1538,12000,2022-05-12,2022-11-24,209,39844,Excellent,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00241,QR-00241-7SDDVX,RFID44780900,Caterpillar 980M #0241,Wheel Loader,Caterpillar,980M,CAT2383817,2020,Diesel,Diesel,380,239,18471,USA,SITE0115,transit,6439,13000,2022-08-28,2023-02-18,650,138214,Good,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00242,QR-00242-BL7VJU,RFID46686837,Caterpillar 12M3 #0242,Motor Grader,Caterpillar,12M3,CAT7897378,2019,Electric-Hybrid,Diesel,415,302,15501,India,SITE0157,rented,7840,14000,2022-08-11,2023-01-23,558,101427,Excellent,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00243,QR-00243-Q7KA8O,RFID14520546,Kubota SSV75 #0243,Skid Steer Loader,Kubota,SSV75,KUB9612398,2025,Diesel,Diesel,100,102,4815,Germany,SITE0008,rented,100,9000,2022-10-22,2023-02-15,312,81710,Good,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00244,QR-00244-ADW9UF,RFID54562374,Caterpillar DE165 #0244,Generator,Caterpillar,DE165,CAT1291870,2021,Diesel,Diesel,220,86,6324,Australia,SITE0087,maintenance,5709,15000,2022-07-08,2022-12-31,309,52778,Good,Leased,False,https://images.catrental.com/assets/generator.jpg
MAC00245,QR-00245-JOBEIF,RFID21632103,JCB 3CX Compact #0245,Backhoe Loader,JCB,3CX Compact,JCB1929145,2019,Diesel,Diesel,130,138,12683,India,SITE0144,maintenance,9909,10000,2022-10-04,2023-01-28,257,46973,Excellent,Leased,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00246,QR-00246-A0PL81,RFID44701832,Caterpillar WP450 #0246,Water Pump,Caterpillar,WP450,CAT7279062,2021,Diesel,Diesel,60,49,2353,Australia,SITE0026,maintenance,6262,8000,2022-08-18,2023-03-02,172,31186,Good,Leased,False,https://images.catrental.com/assets/water-pump.jpg
MAC00247,QR-00247-INZ298,RFID51490410,Volvo A40G #0247,Dump Truck,Volvo,A40G,VOL6585073,2020,Electric-Hybrid,Diesel,750,203,10390,USA,SITE0106,rented,4507,18000,2022-02-16,2022-05-09,499,142790,Poor,Owned,False,https://images.catrental.com/assets/dump-truck.jpg
MAC00248,QR-00248-QAOP37,RFID63712506,Caterpillar D9T #0248,Bulldozer,Caterpillar,D9T,CAT7614267,2024,Diesel,Diesel,620,445,22969,USA,SITE0076,rented,1452,15000,2022-05-11,2022-08-25,1125,303542,Fair,Leased,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00249,QR-00249-XUXNB9,RFID24610015,Liebherr HTM 1004 #0249,Concrete Mixer,Liebherr,HTM 1004,LIE2350894,2024,Diesel,Diesel,300,136,8900,USA,SITE0151,rented,613,8000,2022-05-03,2022-10-29,434,84288,Excellent,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00250,QR-00250-FMW4V1,RFID31961637,Caterpillar 777G #0250,Dump Truck,Caterpillar,777G,CAT2853259,2023,Diesel,Diesel,750,176,14731,Germany,SITE0147,rented,3985,18000,2022-03-26,2022-07-03,681,159917,Good,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00251,QR-00251-TQAYII,RFID88753507,Caterpillar 320D #0251,Excavator,Caterpillar,320D,CAT2347342,2019,Diesel,Diesel,400,290,23766,USA,SITE0061,available,6436,12000,2022-09-22,2023-04-09,890,212077,Fair,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00252,QR-00252-GF5LXK,RFID35030010,Terex AC 100/4L #0252,Mobile Crane,Terex,AC 100/4L,TER1733875,2021,Diesel,Diesel,500,557,25165,Germany,SITE0085,rented,7533,20000,2022-11-11,2023-02-04,1494,434318,Good,Leased,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00253,QR-00253-9HCZDQ,RFID89487318,Bobcat S770 #0253,Skid Steer Loader,Bobcat,S770,BOB1887034,2019,Diesel,Diesel,100,92,8134,India,SITE0004,rented,8779,9000,2022-04-17,2022-09-22,180,41215,Excellent,Owned,False,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00254,QR-00254-2DWN71,RFID57617569,Komatsu WA470-8 #0254,Wheel Loader,Komatsu,WA470-8,KOM1764825,2023,Diesel,Diesel,380,252,13212,Germany,SITE0141,available,3271,13000,2022-02-01,2022-07-17,800,183947,Excellent,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00255,QR-00255-TZA7UY,RFID69544431,Caterpillar DE110E0 #0255,Generator,Caterpillar,DE110E0,CAT6665617,2023,Diesel,Diesel,220,84,6672,USA,SITE0145,available,2034,15000,2022-07-10,2022-11-04,296,48444,Excellent,Owned,True,https://images.catrental.com/assets/generator.jpg
MAC00256,QR-00256-Y5V9JR,RFID26188599,John Deere 672G #0256,Motor Grader,John Deere,672G,JOH4402463,2023,Diesel,Diesel,415,306,24806,USA,SITE0054,rented,499,14000,2022-10-13,2023-01-14,976,177096,Fair,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00257,QR-00257-5SAXYK,RFID28113144,Caterpillar 349F #0257,Excavator,Caterpillar,349F,CAT8810164,2022,Diesel,Diesel,400,317,25041,Australia,SITE0130,rented,3325,12000,2022-06-27,2022-11-24,995,219812,Fair,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00258,QR-00258-OPYCWE,RFID87586461,Grindex Major H #0258,Water Pump,Grindex,Major H,GRI1334254,2022,Diesel,Diesel,60,53,4364,Australia,SITE0001,maintenance,5413,8000,2022-01-24,2022-07-23,154,41190,Excellent,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00259,QR-00259-B73SJ2,RFID47858700,Caterpillar 980M #0259,Wheel Loader,Caterpillar,980M,CAT7106548,2021,Diesel,Diesel,380,250,17795,USA,SITE0042,available,6885,13000,2022-09-11,2022-12-30,824,131171,Fair,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00260,QR-00260-LIFNCR,RFID58953018,Tadano ATF 60G-3 #0260,Mobile Crane,Tadano,ATF 60G-3,TAD1259548,2018,Electric-Hybrid,Diesel,500,537,31596,Australia,SITE0102,available,7368,20000,2022-05-28,2022-08-15,1468,336302,Excellent,Leased,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00261,QR-00261-P1FS32,RFID26412074,Schwing Stetter AM 7 CBM #0261,Concrete Mixer,Schwing Stetter,AM 7 CBM,SCH9366276,2019,Diesel,Diesel,300,135,9310,India,SITE0051,rented,12416,8000,2021-12-07,2022-04-16,252,47448,Fair,Leased,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00262,QR-00262-DNF4X1,RFID90337084,Grindex Major H #0262,Water Pump,Grindex,Major H,GRI9500841,2021,Electric-Hybrid,Diesel,60,47,3902,Germany,SITE0094,rented,4628,8000,2022-06-24,2022-12-28,160,32284,Excellent,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00263,QR-00263-DQCSEN,RFID45376362,Boss DXT 9ft2in #0263,Snow Plow,Boss,DXT 9ft2in,BOS8407861,2021,Attachment-No-Engine,Electric,90,119,10473,Germany,SITE0180,available,3423,6000,2022-07-01,2022-09-15,362,87667,Good,Leased,True,https://images.catrental.com/assets/snow-plow.jpg
MAC00264,QR-00264-SLQGBU,RFID54604683,Caterpillar 980M #0264,Wheel Loader,Caterpillar,980M,CAT6061922,2022,Diesel,Diesel,380,254,14641,USA,SITE0067,rented,2487,13000,2022-08-02,2022-10-19,816,178721,Poor,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00265,QR-00265-F84Z7H,RFID83617061,Caterpillar 966M #0265,Wheel Loader,Caterpillar,966M,CAT4470776,2021,Electric-Hybrid,Diesel,380,237,17762,USA,SITE0067,rented,6532,13000,2022-05-17,2022-10-20,658,157302,Excellent,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00266,QR-00266-9VICMN,RFID41583718,Caterpillar 420F #0266,Backhoe Loader,Caterpillar,420F,CAT9779777,2021,Diesel,Diesel,130,135,12070,USA,SITE0076,available,2508,10000,2022-08-19,2023-02-27,409,110754,Fair,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
